# R10_sample
k191_104240_1	K02078
k191_431020_1	K00549
k191_483246_1	K02314
k191_431022_1	K02050
k191_222731_1	K07478
k191_431024_1	K10979
k191_274907_1	K01075
k191_274908_1	K02961
k191_274908_2	K02904
k191_483250_1	K09927
k191_274909_1	K07478
k191_170485_1	K03553
k191_378974_1	K03455
k191_170486_1	K09022
k191_431030_1	K07023
k191_483254_1	K03284
k191_14315_1	K01768
k191_378978_1	K03832
k191_274913_1	K06872
k191_431031_1	K01845
k191_170490_1	K19804
k191_14317_1	K02342
k191_170492_1	K21395
k191_483256_1	K07045
k191_431033_1	K03147
k191_327069_1	K01409
k191_14318_1	K03116
k191_14318_2	K03117
k191_118375_1	K03186
k191_483258_1	K01695
k191_66374_1	K00122
k191_14320_1	K03553
k191_483259_1	K02282
k191_222746_1	K07795
k191_66378_1	K03574
k191_222748_1	K02004
k191_274921_1	K02982
k191_170503_1	K05595
k191_483262_1	K22468
k191_170504_2	K11443
k191_222752_1	K01953
k191_274923_1	K07090
k191_118386_1	K00340
k191_66380_1	K00975
k191_378988_1	K03652
k191_14332_1	K02919
k191_14332_2	K02518
k191_66383_1	K02939
k191_431045_1	K01937
k191_431045_2	K01937
k191_222754_1	K00411
k191_66386_1	K03040
k191_170506_2	K06006
k191_378993_2	K01881
k191_327082_1	K03320
k191_170507_1	K02313
k191_483270_1	K07486
k191_483271_1	K01251
k191_327085_1	K07486
k191_378997_1	K07118
k191_66387_1	K03457
k191_327086_1	K07497
k191_378999_1	K02996
k191_327088_1	K09165
k191_483278_1	K00161
k191_66390_1	K01737
k191_170515_1	K01555
k191_483280_1	K08641
k191_14347_1	K07240
k191_483282_1	K14083
k191_222768_1	K21395
k191_66395_1	K02954
k191_66395_2	K02994
k191_170520_1	K06024
k191_379008_1	K07403
k191_66396_1	K03216
k191_327095_1	K01005
k191_14353_1	K01095
k191_379009_2	K00980
k191_170522_2	K02356
k191_379013_1	K16079
k191_170528_1	K07491
k191_222778_1	K04751
k191_274950_1	K03438
k191_379016_2	K03564
k191_14359_1	K03424
k191_66404_1	K03526
k191_483289_1	K09022
k191_379019_1	K02039
k191_327107_1	K01989
k191_118419_1	K04561
k191_66405_2	K16203
k191_118420_1	K03186
k191_483293_1	K00526
k191_222787_2	K07497
k191_66410_1	K21552
k191_222791_2	K03637
k191_66411_1	K01358
k191_483296_1	K02004
k191_118424_1	K02956
k191_274960_1	K02050
k191_483298_1	K04077
k191_327116_1	K01951
k191_14368_1	K01990
k191_118428_1	K02116
k191_14370_1	K03297
k191_66415_1	K01596
k191_222797_2	K02863
k191_118430_1	K09945
k191_14371_1	K04063
k191_327122_1	K00286
k191_222798_2	K01560
k191_222799_1	K00053
k191_170542_1	K01698
k191_483305_1	K11477
k191_483305_2	K00540
k191_483309_1	K01693
k191_327125_1	K06901
k191_431088_1	K06133
k191_66429_1	K03531
k191_118437_1	K01358
k191_327127_1	K00554
k191_274967_1	K15460
k191_66432_1	K07486
k191_14385_1	K01912
k191_431095_2	K01462
k191_222810_1	K00311
k191_170554_1	K07462
k191_274971_1	K08305
k191_431096_1	K05896
k191_14388_1	K15577
k191_14388_1	K02050
k191_118443_1	K19793
k191_170558_1	K03088
k191_66437_1	K21023
k191_431097_1	K01749
k191_274974_1	K07161
k191_14390_2	K02907
k191_66438_1	K00163
k191_483322_1	K03856
k191_222815_1	K04761
k191_14391_1	K03584
k191_379048_1	K01406
k191_118448_1	K18672
k191_379049_1	K02108
k191_170564_1	K07462
k191_431100_1	K07497
k191_483325_1	K07486
k191_274982_1	K02967
k191_379050_1	K00311
k191_431103_2	K07735
k191_222823_1	K00948
k191_66445_1	K07795
k191_66446_1	K03365
k191_274986_2	K03525
k191_327150_1	K21929
k191_170571_1	K21395
k191_66448_1	K23684
k191_483329_1	K03704
k191_170573_1	K03559
k191_170574_1	K02610
k191_14401_1	K02050
k191_274990_1	K06941
k191_379058_1	K06213
k191_66452_1	K01997
k191_431113_1	K02527
k191_14405_1	K02356
k191_66454_1	K03118
k191_327151_1	K07054
k191_327151_2	K00303
k191_14407_1	K00674
k191_118467_2	K04485
k191_483341_1	K07482
k191_274998_1	K00986
k191_222835_1	K03527
k191_222835_2	K02204
k191_170584_1	K03273
k191_222836_1	K02338
k191_275000_2	K03559
k191_14411_1	K00433
k191_170585_2	K03534
k191_379067_1	K03501
k191_431123_1	K00703
k191_14412_1	K01637
k191_170586_1	K00428
k191_170587_1	K09710
k191_118468_1	K05606
k191_118469_1	K01118
k191_66459_2	K07090
k191_327164_1	K02358
k191_222842_1	K01915
k191_431130_1	K05710
k191_14420_1	K07795
k191_431132_2	K03088
k191_327166_1	K03088
k191_379073_2	K20036
k191_118477_1	K07482
k191_170589_2	K03790
k191_170589_3	K00666
k191_66465_1	K22468
k191_379074_1	K02313
k191_431136_1	K09457
k191_118480_1	K06153
k191_66466_1	K19545
k191_379076_1	K00133
k191_170591_1	K01866
k191_431138_1	K22010
k191_275020_1	K22477
k191_170593_1	K04065
k191_118481_1	K02049
k191_118481_2	K02050
k191_379081_1	K00688
k191_275023_1	K03092
k191_118482_1	K07487
k191_327176_1	K01039
k191_275027_1	K07052
k191_170599_1	K02358
k191_222855_1	K07497
k191_483367_1	K07795
k191_118488_1	K01455
k191_66475_1	K02916
k191_483368_2	K03088
k191_14429_1	K03496
k191_118492_1	K00858
k191_222860_1	K07486
k191_170604_1	K03496
k191_170605_1	K13640
k191_431146_1	K09014
k191_431146_2	K09013
k191_14430_1	K07795
k191_222861_1	K02004
k191_118495_1	K21470
k191_170609_1	K01951
k191_379094_1	K02034
k191_14433_1	K00641
k191_275036_1	K02115
k191_118497_1	K07217
k191_14434_2	K01448
k191_14435_1	K03545
k191_275037_1	K00748
k191_327185_1	K01989
k191_327185_2	K07486
k191_275038_1	K01939
k191_170612_1	K01951
k191_66482_1	K07100
k191_327186_1	K03559
k191_327186_2	K03561
k191_66485_1	K00789
k191_222867_2	K15724
k191_483381_1	K03100
k191_14438_1	K07736
k191_431152_1	K21395
k191_275042_1	K07492
k191_431154_1	K06204
k191_14439_1	K03570
k191_14439_2	K03571
k191_222870_2	K06893
k191_327194_1	K08482
k191_431157_1	K02051
k191_275044_1	K02004
k191_379105_1	K06136
k191_222874_1	K07566
k191_327198_1	K00075
k191_118513_1	K01876
k191_275047_1	K04750
k191_170620_1	K01181
k191_483390_1	K02992
k191_118515_1	K06287
k191_14443_1	K00641
k191_66495_1	K07302
k191_379112_1	K01712
k191_14449_1	K01489
k191_483396_1	K00228
k191_431169_1	K02669
k191_66502_1	K01470
k191_379119_1	K03821
k191_431171_1	K09013
k191_118526_1	K04078
k191_431173_1	K07497
k191_14460_1	K01494
k191_222890_1	K18682
k191_483402_2	K02258
k191_14461_1	K01489
k191_222893_1	K00635
k191_118534_1	K02982
k191_170638_1	K03147
k191_483407_1	K03559
k191_431179_1	K03075
k191_379127_2	K01468
k191_327218_1	K02967
k191_327218_2	K02996
k191_170642_1	K07300
k191_222898_1	K21908
k191_14471_1	K19736
k191_379131_1	K03217
k191_170644_1	K00820
k191_379133_1	K02004
k191_170647_1	K06199
k191_170647_2	K06199
k191_275074_1	K01494
k191_66518_1	K22296
k191_66519_1	K03687
k191_431187_1	K18672
k191_170651_2	K02838
k191_14479_1	K00858
k191_431191_1	K03466
k191_222903_1	K03732
k191_14481_1	K02834
k191_14482_1	K03544
k191_483423_1	K07486
k191_327231_1	K01462
k191_483425_1	K02888
k191_66528_1	K01933
k191_431195_2	K02600
k191_483426_1	K15512
k191_275085_1	K18013
k191_431197_1	K21395
k191_170657_1	K02836
k191_222909_1	K07487
k191_327239_1	K03210
k191_170658_1	K07486
k191_483429_1	K06893
k191_483429_2	K09019
k191_327240_1	K07240
k191_66536_1	K07336
k191_275093_1	K02945
k191_222912_1	K00077
k191_118561_1	K00525
k191_483432_1	K02043
k191_483433_1	K03040
k191_222916_1	K03821
k191_327247_2	K03424
k191_379154_1	K00873
k191_118565_1	K02010
k191_118565_1	K10822
k191_327252_1	K07032
k191_379157_1	K07486
k191_14504_1	K02535
k191_379158_1	K08602
k191_118571_1	K00799
k191_14505_1	K07107
k191_431211_1	K01159
k191_275108_1	K02967
k191_431213_1	K02405
k191_14509_1	K16171
k191_483439_1	K00919
k191_483439_2	K00948
k191_327258_1	K03320
k191_14511_1	K03924
k191_222923_1	K09991
k191_327259_2	K00766
k191_431218_2	K01759
k191_483441_1	K02358
k191_14516_1	K00925
k191_431219_1	K02906
k191_379169_1	K03284
k191_118581_1	K00525
k191_275113_1	K01912
k191_14517_1	K07486
k191_222927_1	K02035
k191_118584_1	K02316
k191_327260_2	K01772
k191_327260_3	K01599
k191_275115_1	K03781
k191_118586_1	K01915
k191_66562_1	K07391
k191_222934_1	K01495
k191_327264_1	K21470
k191_118588_1	K01209
k191_222935_1	K06006
k191_275122_1	K00240
k191_379172_2	K00059
k191_431230_1	K03313
k191_275124_1	K03088
k191_170685_1	K01591
k191_222936_2	K07689
k191_275126_2	K02034
k191_66570_1	K03075
k191_379174_2	K01998
k191_483456_1	K03320
k191_66571_2	K01465
k191_14538_1	K06920
k191_118594_1	K01921
k191_118594_2	K02563
k191_14539_1	K06915
k191_170693_1	K01920
k191_66573_2	K02956
k191_170694_1	K07009
k191_222942_1	K06998
k191_275134_1	K03975
k191_327273_2	K14059
k191_379180_1	K02494
k191_14544_1	K03088
k191_118596_2	K03518
k191_170698_1	K02194
k191_483458_1	K03147
k191_379182_2	K01358
k191_327276_1	K04487
k191_14547_1	K12373
k191_222947_1	K09949
k191_275137_2	K03088
k191_327280_1	K02994
k191_327281_2	K03101
k191_275138_1	K07497
k191_14551_1	K01626
k191_379184_1	K03526
k191_431254_1	K07300
k191_379185_1	K02968
k191_118599_1	K03782
k191_14555_1	K03559
k191_222955_1	K00641
k191_275145_1	K07053
k191_66590_1	K00799
k191_170707_2	K07080
k191_275146_1	K10804
k191_14560_1	K22489
k191_379190_1	K06041
k191_170709_1	K00145
k191_14561_2	K07482
k191_170711_1	K01749
k191_222961_1	K01997
k191_14562_1	K03781
k191_222962_1	K05818
k191_170715_1	K02860
k191_327292_2	K03744
k191_327293_2	K03628
k191_222964_1	K01989
k191_379201_1	K20798
k191_275153_1	K09009
k191_275153_3	K00873
k191_118612_1	K02950
k191_118612_2	K02992
k191_327296_2	K18226
k191_275154_2	K02428
k191_431274_1	K06915
k191_14569_1	K22278
k191_275156_1	K02034
k191_170725_2	K02636
k191_483483_2	K05937
k191_275162_2	K07226
k191_431279_1	K01937
k191_327311_1	K02004
k191_275164_1	K00927
k191_327314_1	K00948
k191_170732_1	K07486
k191_327316_1	K01915
k191_275168_2	K02518
k191_431283_1	K01915
k191_275169_1	K01939
k191_14586_1	K21472
k191_483489_1	K07486
k191_14587_1	K03593
k191_118626_1	K01673
k191_327320_1	K02676
k191_118627_1	K07493
k191_483492_1	K00374
k191_66621_1	K00986
k191_14591_1	K10773
k191_483493_1	K02033
k191_222993_1	K00228
k191_118632_1	K03549
k191_66623_1	K02986
k191_222998_1	K02313
k191_379227_1	K04077
k191_483495_1	K22736
k191_431293_1	K01858
k191_14599_1	K07498
k191_275180_1	K00640
k191_170748_1	K03797
k191_14601_1	K03741
k191_275182_1	K03628
k191_379230_1	K03147
k191_223005_2	K01997
k191_66632_1	K01995
k191_66632_1	K10822
k191_431301_1	K03301
k191_223009_1	K01251
k191_170755_1	K02948
k191_275186_2	K07068
k191_327339_1	K03664
k191_170760_1	K06187
k191_66638_1	K01989
k191_118649_1	K02895
k191_118649_2	K02874
k191_431306_1	K01692
k191_275187_2	K01286
k191_14617_1	K21929
k191_327344_2	K00303
k191_275192_1	K02945
k191_170766_1	K00450
k191_431312_1	K07502
k191_275194_1	K15060
k191_223021_1	K02013
k191_66647_1	K00793
k191_483514_2	K07124
k191_431316_1	K04750
k191_275200_1	K00927
k191_66651_1	K03781
k191_66653_1	K02342
k191_223029_1	K08992
k191_275203_2	K10917
k191_327352_2	K03635
k191_14630_1	K07486
k191_483520_2	K07492
k191_379255_1	K09710
k191_327354_1	K03088
k191_327357_1	K03824
k191_275205_2	K03704
k191_170783_1	K01005
k191_14634_1	K16147
k191_431330_2	K04063
k191_327362_1	K00163
k191_431331_1	K03075
k191_223037_3	K03564
k191_118661_2	K02996
k191_66658_1	K01426
k191_14639_1	K02838
k191_379260_1	K18691
k191_223042_1	K07486
k191_379261_1	K01689
k191_118666_1	K07482
k191_483535_1	K00507
k191_14643_1	K00163
k191_431338_1	K12574
k191_118669_1	K07485
k191_379267_1	K07486
k191_483537_2	K02028
k191_483537_2	K10822
k191_327373_1	K05499
k191_327373_1	K02529
k191_118671_2	K02004
k191_223053_1	K03569
k191_223053_2	K03570
k191_14648_1	K21909
k191_170794_1	K03832
k191_66666_1	K00867
k191_14650_2	K04085
k191_431341_1	K01772
k191_483540_1	K06381
k191_223054_1	K00688
k191_118675_1	K02049
k191_66668_1	K11068
k191_118676_1	K01989
k191_275223_1	K04655
k191_223056_1	K07488
k191_379273_1	K03782
k191_118677_1	K22074
k191_483544_2	K07793
k191_379274_1	K07156
k191_275227_1	K06891
k191_223059_1	K02234
k191_275228_1	K01939
k191_118679_1	K07486
k191_379277_1	K04100
k191_118682_1	K00088
k191_483548_1	K03118
k191_118683_1	K03118
k191_431350_1	K01814
k191_431350_2	K02500
k191_223066_1	K02316
k191_431351_2	K07302
k191_327386_2	K10806
k191_327386_3	K06076
k191_118689_1	K02600
k191_118689_2	K09748
k191_66684_1	K01470
k191_170809_1	K08999
k191_223075_1	K02030
k191_483556_1	K03216
k191_118691_1	K00925
k191_223076_1	K03118
k191_327391_1	K05810
k191_431355_1	K02659
k191_379287_1	K01999
k191_66688_1	K02372
k191_118694_1	K21744
k191_483559_1	K02031
k191_275242_2	K07793
k191_275242_3	K07794
k191_118695_1	K01937
k191_431360_1	K01304
k191_223079_1	K00163
k191_483564_1	K06872
k191_170818_1	K03832
k191_170819_1	K07147
k191_275247_1	K02313
k191_118699_1	K07300
k191_14682_1	K01621
k191_431365_1	K04487
k191_483569_2	K02838
k191_170822_1	K09949
k191_170822_2	K00748
k191_327401_1	K00798
k191_431368_1	K11477
k191_170823_1	K16147
k191_14687_1	K00971
k191_327404_1	K02864
k191_223085_1	K04066
k191_14689_1	K03664
k191_431370_1	K03088
k191_275252_1	K02959
k191_275252_3	K00554
k191_275252_4	K02884
k191_223087_2	K02113
k191_223088_1	K03665
k191_483574_1	K14335
k191_223090_1	K00134
k191_118706_1	K07795
k191_170829_1	K09930
k191_118707_1	K07486
k191_223091_1	K03624
k191_275255_1	K03545
k191_483575_2	K07192
k191_327412_1	K05995
k191_275256_1	K02358
k191_118712_1	K01588
k191_118713_1	K07497
k191_379309_1	K11753
k191_327414_2	K02456
k191_327414_3	K02456
k191_483577_1	K12574
k191_379310_1	K01689
k191_223099_1	K09165
k191_275261_2	K00451
k191_327417_1	K00979
k191_223102_1	K00986
k191_431385_1	K02194
k191_483582_1	K09747
k191_170841_2	K02227
k191_118717_1	K06136
k191_66720_1	K03832
k191_118719_1	K20074
k191_327422_1	K00806
k191_275268_1	K03437
k191_14710_1	K07493
k191_170842_1	K01872
k191_275271_2	K04077
k191_118724_1	K07037
k191_483592_1	K07501
k191_14717_1	K07300
k191_223119_1	K01778
k191_483595_1	K07259
k191_118731_1	K01209
k191_327432_1	K02926
k191_327433_1	K21700
k191_118734_1	K02874
k191_118734_2	K02895
k191_327435_1	K02945
k191_223121_1	K02029
k191_483599_1	K02031
k191_483599_1	K02032
k191_483599_2	K13895
k191_483599_2	K02034
k191_379329_1	K01455
k191_275284_1	K07006
k191_431406_1	K01151
k191_275285_1	K07156
k191_223123_1	K15537
k191_118736_1	K02575
k191_14726_1	K01236
k191_170861_1	K04077
k191_14728_1	K02654
k191_118741_1	K03636
k191_483606_1	K00602
k191_379335_1	K02863
k191_431413_1	K03495
k191_483610_1	K02945
k191_223132_1	K01719
k191_14733_1	K00033
k191_275303_1	K01470
k191_379337_1	K06978
k191_118744_2	K01428
k191_431419_1	K04078
k191_483614_2	K01939
k191_14735_1	K03701
k191_66743_1	K05606
k191_118747_1	K02926
k191_483615_1	K00451
k191_66745_1	K07486
k191_170876_1	K07497
k191_14737_1	K01698
k191_327457_1	K03634
k191_14738_2	K02916
k191_379342_1	K07795
k191_170877_1	K03744
k191_170877_2	K06872
k191_275311_1	K00606
k191_327459_2	K07665
k191_327459_2	K02483
k191_223140_1	K02380
k191_66748_1	K00375
k191_483621_1	K04077
k191_327462_1	K02004
k191_379344_1	K02346
k191_66750_1	K07486
k191_327463_2	K03705
k191_66754_1	K02982
k191_483624_1	K01005
k191_483625_1	K01069
k191_483627_1	K03040
k191_483630_1	K11890
k191_66762_1	K07052
k191_223154_1	K07494
k191_14755_1	K06911
k191_379352_1	K03711
k191_170888_1	K00931
k191_483633_1	K01624
k191_275332_1	K02600
k191_379354_1	K14742
k191_327479_1	K03551
k191_379355_1	K07220
k191_14763_1	K00548
k191_223164_1	K00459
k191_170894_1	K02036
k191_431443_1	K01246
k191_170895_1	K01724
k191_327482_1	K01989
k191_223165_1	K03885
k191_379361_2	K04565
k191_170901_1	K03650
k191_483646_1	K01989
k191_170902_1	K07795
k191_14771_1	K00626
k191_275337_1	K00986
k191_275337_3	K00986
k191_118776_1	K04757
k191_483654_1	K04561
k191_431454_1	K00163
k191_66780_2	K04653
k191_66780_3	K04654
k191_483655_1	K07080
k191_327495_1	K06024
k191_275343_1	K02111
k191_14779_1	K07481
k191_14781_1	K05810
k191_223178_1	K07068
k191_483660_1	K00320
k191_275345_1	K15315
k191_118787_1	K07157
k191_327501_1	K01595
k191_275347_1	K09989
k191_223182_1	K02221
k191_431461_1	K03526
k191_170918_1	K18189
k191_327506_1	K03771
k191_14788_1	K07284
k191_14789_1	K01610
k191_275354_2	K15520
k191_379377_1	K03644
k191_327508_1	K02113
k191_223187_1	K01940
k191_66788_2	K08217
k191_66788_2	K08225
k191_431468_1	K04754
k191_170922_1	K00948
k191_431469_1	K01265
k191_223190_1	K07058
k191_275356_2	K03977
k191_118798_1	K07486
k191_170923_1	K02967
k191_379383_1	K03924
k191_66791_1	K02395
k191_431472_1	K00986
k191_118801_1	K07147
k191_170926_1	K02909
k191_379385_2	K03497
k191_275360_1	K06994
k191_66794_1	K01623
k191_483676_1	K00943
k191_431474_2	K00891
k191_118805_2	K02909
k191_14799_1	K02314
k191_431475_1	K22369
k191_170928_2	K06131
k191_275365_1	K01953
k191_223200_1	K10914
k191_66799_1	K03531
k191_118808_1	K00175
k191_275369_1	K15512
k191_66802_1	K03438
k191_170933_2	K09703
k191_170934_1	K07795
k191_431486_1	K07496
k191_66804_1	K02004
k191_170935_2	K02892
k191_118812_1	K03070
k191_14817_1	K01627
k191_223208_1	K03644
k191_327531_1	K01989
k191_431488_1	K07795
k191_223209_1	K00459
k191_14818_1	K08482
k191_66808_1	K07258
k191_483693_1	K05275
k191_170941_1	K01061
k191_431492_1	K07443
k191_275381_1	K01997
k191_14822_1	K03466
k191_275382_1	K02114
k191_66813_1	K02316
k191_14823_1	K00688
k191_431494_1	K04096
k191_275384_1	K02004
k191_483705_1	K00600
k191_379404_2	K01997
k191_118827_1	K00332
k191_431498_2	K00549
k191_275387_1	K06886
k191_327547_1	K02257
k191_223227_1	K07736
k191_170947_1	K18456
k191_170947_1	K12960
k191_379406_1	K00962
k191_379407_1	K03704
k191_223231_1	K01251
k191_66822_1	K04078
k191_14832_1	K13598
k191_275392_1	K03639
k191_379410_1	K02050
k191_327553_1	K00986
k191_275393_2	K03474
k191_431504_1	K02967
k191_14834_1	K02055
k191_327554_1	K02066
k191_14835_2	K00997
k191_275397_1	K02965
k191_275397_2	K02886
k191_483719_1	K01209
k191_14839_1	K00784
k191_275400_2	K02004
k191_327560_1	K01061
k191_223240_1	K07053
k191_483724_1	K08307
k191_483725_1	K02372
k191_170958_2	K02835
k191_170958_3	K02909
k191_170958_4	K03628
k191_483726_1	K01653
k191_379421_1	K00759
k191_379422_1	K02067
k191_14844_2	K02004
k191_66831_1	K15735
k191_275407_1	K01999
k191_14847_1	K03750
k191_327572_1	K02519
k191_223251_1	K01626
k191_327576_2	K01358
k191_379431_2	K07497
k191_223252_1	K03820
k191_483736_1	K05972
k191_66837_1	K00134
k191_14851_1	K07164
k191_327581_1	K00799
k191_118851_1	K10552
k191_483741_1	K00134
k191_170971_1	K00549
k191_431527_1	K04077
k191_431527_2	K04078
k191_66842_1	K01507
k191_483745_2	K01817
k191_14857_2	K04755
k191_327586_1	K02946
k191_275425_1	K01207
k191_431529_1	K03832
k191_275426_1	K10979
k191_118855_1	K03455
k191_379440_1	K00163
k191_327587_1	K07486
k191_170976_1	K01953
k191_431532_1	K02114
k191_483750_1	K07082
k191_327588_1	K00937
k191_223262_1	K02435
k191_118857_1	K07399
k191_275429_1	K02111
k191_66845_2	K02502
k191_170980_2	K13589
k191_431534_1	K17994
k191_14865_1	K01997
k191_275431_1	K03101
k191_275431_2	K03774
k191_327594_1	K04567
k191_170981_1	K03797
k191_118859_1	K03466
k191_223265_1	K06861
k191_223265_1	K10822
k191_170983_1	K07486
k191_275433_1	K03526
k191_327598_1	K07495
k191_66850_1	K01989
k191_275434_1	K01869
k191_66851_1	K07058
k191_483753_1	K07277
k191_483753_2	K06142
k191_431538_1	K07497
k191_379448_1	K01053
k191_379448_2	K07793
k191_431539_1	K05558
k191_118865_1	K07335
k191_14866_3	K02035
k191_431540_2	K09005
